func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	8.4905e-06	0.117779	0.471115
sum	float	2000	8.6932e-06	0.230065	0.92026
sum	float	4000	8.8687e-06	0.451024	1.8041
sum	float	8000	8.9826e-06	0.890611	3.56244
sum	float	16000	9.4842e-06	1.68702	6.74807
sum	float	32000	1.0472e-05	3.05577	12.2231
sum	float	64000	1.32025e-05	4.84757	19.3903
sum	float	128000	1.72729e-05	7.41045	29.6418
sum	float	256000	2.68558e-05	9.53239	38.1296
sum	float	512000	4.5305e-05	11.3012	45.2047
sum	float	1024000	8.32841e-05	12.2953	49.1811
sum	float	2048000	0.000156435	13.0917	52.3667
sum	float	4096000	0.000307284	13.3297	53.3187
sum	float	8192000	0.000611576	13.3949	53.5796
sum	float	16384000	0.00138662	11.8158	47.2632
sum	float	32768000	0.0129938	2.52181	10.0872
sum	float	65536000	0.00936635	6.99696	27.9878
sum	double	1000	9.4806e-06	0.105479	0.843828
sum	double	2000	8.6897e-06	0.230158	1.84126
sum	double	4000	2.24657e-05	0.178049	1.42439
sum	double	8000	9.2966e-06	0.86053	6.88424
sum	double	16000	1.04443e-05	1.53194	12.2555
sum	double	32000	1.1063e-05	2.89252	23.1402
sum	double	64000	1.3267e-05	4.824	38.592
sum	double	128000	5.7988e-05	2.20735	17.6588
sum	double	256000	2.78112e-05	9.20492	73.6394
sum	double	512000	4.59939e-05	11.1319	89.0553
sum	double	1024000	9.0534e-05	11.3107	90.4853
sum	double	2048000	0.000157752	12.9824	103.859
sum	double	4096000	0.00031926	12.8297	102.637
sum	double	8192000	0.00361098	2.26863	18.1491
sum	double	16384000	0.00254941	6.42659	51.4127
sum	double	32768000	0.0152564	2.14782	17.1825
sum	double	65536000	0.0255279	2.56723	20.5379
