func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(CRS)	float	1000	1000	0.00175715	0.0921949
mv_mul(CRS)	float	2000	2000	4.25957e-05	7.6064
mv_mul(CRS)	float	4000	4000	7.93784e-05	8.16343
mv_mul(CRS)	float	8000	8000	0.000163442	7.92941
mv_mul(CRS)	float	16000	16000	0.000323869	8.00324
mv_mul(CRS)	float	32000	32000	0.00102754	5.04507
mv_mul(CRS)	float	64000	64000	0.00555083	1.86783
mv_mul(CRS)	double	1000	1000	2.86449e-05	5.65546
mv_mul(CRS)	double	2000	2000	4.79621e-05	6.75533
mv_mul(CRS)	double	4000	4000	9.08912e-05	7.1294
mv_mul(CRS)	double	8000	8000	0.000187673	6.90564
mv_mul(CRS)	double	16000	16000	0.000398223	6.50891
mv_mul(CRS)	double	32000	32000	0.0034156	1.51774
mv_mul(CRS)	double	64000	64000	0.00927965	1.11728
