func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	0.000932645	0.00321666	0.00857775
xpay	float	2000	0.000936033	0.00641003	0.0170934
xpay	float	4000	0.000947477	0.0126652	0.0337739
xpay	float	8000	0.000960662	0.0249828	0.0666207
xpay	float	16000	0.000999755	0.0480118	0.128031
xpay	float	32000	0.00107019	0.0897038	0.23921
xpay	float	64000	0.00120758	0.158996	0.423989
xpay	float	128000	0.00153654	0.249912	0.666432
xpay	float	256000	0.00207495	0.37013	0.987013
xpay	float	512000	0.00329619	0.465993	1.24265
xpay	float	1024000	0.00543085	0.565658	1.50842
xpay	float	2048000	0.0084294	0.728878	1.94367
xpay	float	4096000	0.0156999	0.78268	2.08715
xpay	float	8192000	0.0333696	0.736478	1.96394
xpay	float	16384000	0.0622663	0.789384	2.10502
xpay	float	32768000	0.120333	0.816933	2.17849
xpay	float	65536000	0.27589	0.712633	1.90035
xpay	double	1000	0.000719648	0.00416871	0.0222331
xpay	double	2000	0.000724976	0.00827613	0.0441394
xpay	double	4000	0.000741499	0.0161834	0.0863117
xpay	double	8000	0.000749389	0.0320261	0.170806
xpay	double	16000	0.000790882	0.0606917	0.323689
xpay	double	32000	0.000856079	0.112139	0.598076
xpay	double	64000	0.000980126	0.195893	1.04476
xpay	double	128000	0.00126907	0.302583	1.61378
xpay	double	256000	0.00181597	0.422913	2.25554
xpay	double	512000	0.00280054	0.548465	2.92515
xpay	double	1024000	0.00516282	0.595024	3.17346
xpay	double	2048000	0.00954221	0.643876	3.43401
xpay	double	4096000	0.017311	0.70984	3.78581
xpay	double	8192000	0.0360108	0.682463	3.6398
xpay	double	16384000	0.0713752	0.688643	3.67276
xpay	double	32768000	0.137594	0.714452	3.81041
xpay	double	65536000	0.294919	0.666651	3.55547
