func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.000512359	0.00195176	0.00780703
asum	float	2000	0.000509394	0.00392623	0.0157049
asum	float	4000	0.000510779	0.00783118	0.0313247
asum	float	8000	0.000514318	0.0155546	0.0622183
asum	float	16000	0.000510467	0.0313438	0.125375
asum	float	32000	0.000519917	0.0615483	0.246193
asum	float	64000	0.000523128	0.122341	0.489364
asum	float	128000	0.000522042	0.245191	0.980765
asum	float	256000	0.0007497	0.34147	1.36588
asum	float	512000	0.00075885	0.674705	2.69882
asum	float	1024000	0.000776057	1.31949	5.27796
asum	float	2048000	0.000830686	2.46543	9.86173
asum	float	4096000	0.000916642	4.46848	17.8739
asum	float	8192000	0.00108808	7.52882	30.1153
asum	float	16384000	0.0014349	11.4182	45.6729
asum	float	32768000	0.00212584	15.4142	61.6567
asum	float	65536000	0.00342945	19.1098	76.4391
asum	double	1000	0.000719179	0.00139047	0.0111238
asum	double	2000	0.000679437	0.00294361	0.0235489
asum	double	4000	0.000678982	0.00589117	0.0471294
asum	double	8000	0.000469448	0.0170413	0.13633
asum	double	16000	0.000475066	0.0336796	0.269436
asum	double	32000	0.000477471	0.0670197	0.536158
asum	double	64000	0.000482107	0.132751	1.06201
asum	double	128000	0.000690752	0.185305	1.48244
asum	double	256000	0.000701626	0.364867	2.91893
asum	double	512000	0.000717469	0.71362	5.70896
asum	double	1024000	0.000751377	1.36283	10.9027
asum	double	2048000	0.000834875	2.45306	19.6245
asum	double	4096000	0.000992598	4.12654	33.0124
asum	double	8192000	0.00132312	6.1914	49.5312
asum	double	16384000	0.00195769	8.36904	66.9523
asum	double	32768000	0.00322938	10.1469	81.1748
asum	double	65536000	0.00579528	11.3085	90.4681
