func	prec	M	N	time[sec]
convert(COO,Dense)	float	1000	1000	0.00238265
convert(COO,Dense)	float	2000	2000	0.00585094
convert(COO,Dense)	float	3000	3000	0.0166518
convert(COO,Dense)	float	4000	4000	0.0289906
convert(COO,Dense)	float	5000	5000	0.0445981
convert(COO,Dense)	double	1000	1000	0.00288288
convert(COO,Dense)	double	2000	2000	0.00936822
convert(COO,Dense)	double	3000	3000	0.0311081
convert(COO,Dense)	double	4000	4000	0.0541468
convert(COO,Dense)	double	5000	5000	0.0835952
