func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_sub	float	1000	0.000787781	0.00253878	0.0101551
sv_sub	float	2000	1.75713e-05	0.227644	0.910576
sv_sub	float	4000	2.05361e-05	0.389558	1.55823
sv_sub	float	8000	2.43927e-05	0.655934	2.62374
sv_sub	float	16000	3.23474e-05	0.98926	3.95704
sv_sub	float	32000	4.81544e-05	1.32906	5.31623
sv_sub	float	64000	8.22699e-05	1.55585	6.22342
sv_sub	float	128000	0.000137157	1.86648	7.46592
sv_sub	float	256000	0.000247843	2.06583	8.26331
sv_sub	float	512000	0.00048405	2.11548	8.46193
sv_sub	float	1024000	0.000855488	2.39396	9.57582
sv_sub	float	2048000	0.00159848	2.56244	10.2498
sv_sub	float	4096000	0.00487979	1.67876	6.71504
sv_sub	float	8192000	0.0159286	1.02859	4.11435
sv_sub	float	16384000	0.0386675	0.84743	3.38972
sv_sub	float	32768000	0.0700201	0.93596	3.74384
sv_sub	float	65536000	0.158086	0.82912	3.31648
sv_sub	double	1000	1.79468e-05	0.11144	0.891524
sv_sub	double	2000	2.03637e-05	0.196428	1.57142
sv_sub	double	4000	2.35183e-05	0.340161	2.72129
sv_sub	double	8000	3.2279e-05	0.495678	3.96543
sv_sub	double	16000	4.6987e-05	0.681039	5.44832
sv_sub	double	32000	7.54359e-05	0.848402	6.78722
sv_sub	double	64000	0.000117295	1.09127	8.73015
sv_sub	double	128000	0.00020015	1.27904	10.2323
sv_sub	double	256000	0.000358148	1.42958	11.4366
sv_sub	double	512000	0.000667058	1.5351	12.2808
sv_sub	double	1024000	0.00132766	1.54256	12.3405
sv_sub	double	2048000	0.00457616	0.895073	7.16059
sv_sub	double	4096000	0.0148673	0.551009	4.40808
sv_sub	double	8192000	0.0446949	0.366574	2.93259
sv_sub	double	16384000	0.0782578	0.418719	3.34975
sv_sub	double	32768000	0.164593	0.398169	3.18535
sv_sub	double	65536000	0.33107	0.395904	3.16723
