func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.000502666	0.00198939	0.00795757	
asum	float	10000	0.000513479	0.019475	0.0779	
asum	float	100000	0.000515162	0.194114	0.776455	
asum	float	1000000	0.000546963	1.82828	7.31311	
asum	float	10000000	0.000935491	10.6896	42.7583	
asum	float	100000000	0.00463386	21.5803	86.3212	
asum	double	1000	0.000784799	0.00127421	0.0101937	
asum	double	10000	0.000463074	0.0215948	0.172759	
asum	double	100000	0.00047207	0.211833	1.69466	
asum	double	1000000	0.000541354	1.84722	14.7778	
asum	double	10000000	0.0012404	8.06193	64.4955	
asum	double	100000000	0.00826523	12.0989	96.791	
