func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	0.000517432	0.00386525	0.00773049	
nrm2	float	10000	0.000526541	0.0379837	0.0759675	
nrm2	float	100000	0.000532055	0.375901	0.751803	
nrm2	float	1000000	0.000554933	3.60404	7.20808	
nrm2	float	10000000	0.000947861	21.1001	42.2003	
nrm2	float	100000000	0.00473405	42.2471	84.4942	
nrm2	double	1000	0.000537183	0.00372313	0.0148925	
nrm2	double	10000	0.000823091	0.0242986	0.0971946	
nrm2	double	100000	0.000531387	0.376374	1.50549	
nrm2	double	1000000	0.000599082	3.33844	13.3538	
nrm2	double	10000000	0.00133414	14.9909	59.9638	
nrm2	double	100000000	0.00858789	23.2886	93.1544	
