func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	7.4433e-06	0.403047	1.07479	
xpay	float	10000	7.7142e-06	3.88893	10.3705	
xpay	float	100000	1.00019e-05	29.9943	79.9848	
xpay	float	1000000	3.28337e-05	91.3695	243.652	
xpay	float	10000000	0.00621804	4.82467	12.8658	
xpay	float	100000000	0.0256995	11.6734	31.129	
xpay	double	1000	7.63e-06	0.393185	2.09699	
xpay	double	10000	8.5311e-06	3.51655	18.7549	
xpay	double	100000	1.08196e-05	27.7275	147.88	
xpay	double	1000000	6.1876e-05	48.4841	258.582	
xpay	double	10000000	0.00936445	3.20361	17.0859	
xpay	double	100000000	0.0929052	3.2291	17.2219	
