func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	2.683e-07	3.72717	29.8174	
scal	float	10000	1.755e-06	5.69801	45.584	
scal	float	100000	9.0872e-06	11.0045	88.0359	
scal	float	1000000	2.10865e-05	47.4237	379.39	
scal	float	10000000	0.000429081	23.3056	186.445	
scal	float	100000000	0.0156102	6.40606	51.2484	
scal	double	1000	3.189e-07	3.13578	50.1725	
scal	double	10000	8.6634e-06	1.15428	18.4685	
scal	double	100000	1.00915e-05	9.90933	158.549	
scal	double	1000000	4.04854e-05	24.7003	395.204	
scal	double	10000000	0.00916089	1.0916	17.4656	
scal	double	100000000	0.0529257	1.88944	30.2311	
