func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.089e-07	4.78698	19.1479	
asum	float	10000	1.3275e-06	7.53296	30.1318	
asum	float	100000	8.7626e-06	11.4121	45.6486	
asum	float	1000000	1.80948e-05	55.2645	221.058	
asum	float	10000000	0.000290173	34.4622	137.849	
asum	float	100000000	0.00742127	13.4748	53.8991	
asum	double	1000	3.275e-07	3.05344	24.4275	
asum	double	10000	8.3901e-06	1.19188	9.53505	
asum	double	100000	1.00218e-05	9.97825	79.826	
asum	double	1000000	3.3191e-05	30.1286	241.029	
asum	double	10000000	0.00498248	2.00703	16.0562	
asum	double	100000000	0.0176941	5.65161	45.2129	
