func	prec	M	N	time[sec]	perf[GFLOPS] 
mv_mul(CRS)	float	1000	1000	0.0253878	0.00638101	
mv_mul(CRS)	float	10000	10000	0.00094057	1.72236	
mv_mul(CRS)	float	100000	100000	0.00331807	4.88235	
mv_mul(CRS)	float	1000000	1000000	0.0223431	7.25056	
mv_mul(CRS)	double	1000	1000	0.000706279	0.229371	
mv_mul(CRS)	double	10000	10000	0.00113073	1.43271	
mv_mul(CRS)	double	100000	100000	0.00381991	4.24094	
mv_mul(CRS)	double	1000000	1000000	0.0304813	5.31473	
