func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_div	float	1000	0.00413479	0.000483701	0.0019348	
sv_div	float	10000	2.60076e-05	0.769006	3.07602	
sv_div	float	100000	0.000126538	1.58055	6.32221	
sv_div	float	1000000	0.000947307	2.11125	8.44499	
sv_div	float	10000000	0.0232889	0.858778	3.43511	
sv_div	float	100000000	0.223264	0.8958	3.5832	
sv_div	double	1000	1.96714e-05	0.10167	0.813364	
sv_div	double	10000	3.66502e-05	0.5457	4.3656	
sv_div	double	100000	0.000187762	1.06518	8.52141	
sv_div	double	1000000	0.00183348	1.09082	8.72657	
sv_div	double	10000000	0.0465561	0.429589	3.43671	
sv_div	double	100000000	0.448951	0.445483	3.56386	
