func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	3.058e-07	6.54022	39.2413	
axpy	float	10000	9.2506e-06	2.16202	12.9721	
axpy	float	100000	1.00148e-05	19.9704	119.823	
axpy	float	1000000	3.34881e-05	59.7227	358.336	
axpy	float	10000000	0.0022639	8.83431	53.0059	
axpy	float	100000000	0.0334171	5.98495	35.9097	
axpy	double	1000	4.505e-07	4.43951	53.2741	
axpy	double	10000	7.8378e-06	2.55174	30.6208	
axpy	double	100000	1.19655e-05	16.7147	200.577	
axpy	double	1000000	5.96118e-05	33.5504	402.605	
axpy	double	10000000	0.0168671	1.18574	14.2289	
axpy	double	100000000	0.0958109	2.08744	25.0493	
