func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(CRS)	float	1000	1000	0.00114278	0.07088	0.56704	
mscal(CRS)	float	10000	10000	9.23981e-05	8.76641	70.1313	
mscal(CRS)	float	100000	100000	0.00602476	1.34445	10.7556	
mscal(CRS)	float	1000000	1000000	0.0823933	0.983089	7.86472	
mscal(CRS)	double	1000	1000	3.05549e-05	2.65097	42.4155	
mscal(CRS)	double	10000	10000	0.000184495	4.39037	70.2458	
mscal(CRS)	double	100000	100000	0.0158603	0.510711	8.17137	
mscal(CRS)	double	1000000	1000000	0.143814	0.563229	9.01167	
