func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	0.000931706	0.0032199	0.0085864	
xpay	float	10000	0.000972044	0.0308628	0.0823008	
xpay	float	100000	0.00138823	0.216102	0.576272	
xpay	float	1000000	0.00534299	0.561483	1.49729	
xpay	float	10000000	0.0381498	0.786374	2.097	
xpay	float	100000000	0.392167	0.764979	2.03995	
xpay	double	1000	0.000733264	0.0040913	0.0218202	
xpay	double	10000	0.000768904	0.0390166	0.208088	
xpay	double	100000	0.00118314	0.253562	1.35233	
xpay	double	1000000	0.00478549	0.626895	3.34344	
xpay	double	10000000	0.0414876	0.723107	3.85657	
xpay	double	100000000	0.418263	0.717252	3.82534	
