func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_add	float	1000	1.63335e-05	0.122448	0.734686	
vv_add	float	10000	2.6449e-05	0.756172	4.53703	
vv_add	float	100000	0.000114441	1.74762	10.4857	
vv_add	float	1000000	0.000824972	2.42433	14.546	
vv_add	float	10000000	0.0265425	0.753508	4.52105	
vv_add	float	100000000	0.249816	0.800588	4.80353	
vv_add	double	1000	1.6859e-05	0.118631	1.42357	
vv_add	double	10000	3.47689e-05	0.575227	6.90272	
vv_add	double	100000	0.000137934	1.44997	17.3997	
vv_add	double	1000000	0.0016589	1.20562	14.4674	
vv_add	double	10000000	0.0562746	0.3554	4.2648	
vv_add	double	100000000	0.486674	0.410953	4.93143	
