func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	0.000945252	0.00211584	0.012695	
axpyz	float	10000	0.000964012	0.0207466	0.12448	
axpyz	float	100000	0.00126887	0.157621	0.945725	
axpyz	float	1000000	0.00421498	0.474498	2.84699	
axpyz	float	10000000	0.0310814	0.643472	3.86083	
axpyz	float	100000000	0.266221	0.751257	4.50754	
axpyz	double	1000	0.000731575	0.00273383	0.0328059	
axpyz	double	10000	0.000761763	0.0262549	0.315059	
axpyz	double	100000	0.00109075	0.18336	2.20033	
axpyz	double	1000000	0.00408029	0.490161	5.88193	
axpyz	double	10000000	0.0349667	0.571972	6.86366	
axpyz	double	100000000	0.339612	0.588908	7.06689	
