func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.277e-07	8.78349	35.1339	
dot	float	10000	9.4682e-06	2.11233	8.44934	
dot	float	100000	9.4969e-06	21.0595	84.238	
dot	float	1000000	2.83916e-05	70.4434	281.773	
dot	float	10000000	0.00495973	4.03247	16.1299	
dot	float	100000000	0.0175315	11.408	45.6322	
dot	double	1000	8.805e-07	2.27144	18.1715	
dot	double	10000	7.2002e-06	2.7777	22.2216	
dot	double	100000	1.10669e-05	18.0719	144.575	
dot	double	1000000	4.82149e-05	41.481	331.848	
dot	double	10000000	0.01212	1.65017	13.2013	
dot	double	100000000	0.0423156	4.72639	37.8112	
