func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	4.114e-07	4.86145	9.7229	
nrm2	float	10000	2.3606e-06	8.47242	16.9448	
nrm2	float	100000	9.4799e-06	21.0973	42.1945	
nrm2	float	1000000	2.64248e-05	75.6865	151.373	
nrm2	float	10000000	0.000480922	41.5868	83.1735	
nrm2	float	100000000	0.00740405	27.0122	54.0245	
nrm2	double	1000	5.07e-07	3.94477	15.7791	
nrm2	double	10000	7.583e-06	2.63748	10.5499	
nrm2	double	100000	0.000510614	0.391685	1.56674	
nrm2	double	1000000	3.34795e-05	59.738	238.952	
nrm2	double	10000000	0.00521609	3.83429	15.3371	
nrm2	double	100000000	0.017724	11.2841	45.1364	
