func	prec	M	N	K	time[sec]	perf[GFLOPS] 
matmul(Dense,Dense,Dense)	float	1000	1000	1000	0.00773888	258.435	
matmul(Dense,Dense,Dense)	float	2000	2000	2000	0.0312856	511.417	
matmul(Dense,Dense,Dense)	float	3000	3000	3000	0.102124	528.769	
matmul(Dense,Dense,Dense)	float	4000	4000	4000	0.237812	538.24	
matmul(Dense,Dense,Dense)	float	5000	5000	5000	0.450602	554.813	
matmul(Dense,Dense,Dense)	double	1000	1000	1000	0.00986806	202.674	
matmul(Dense,Dense,Dense)	double	2000	2000	2000	0.0650578	245.935	
matmul(Dense,Dense,Dense)	double	3000	3000	3000	0.20178	267.618	
matmul(Dense,Dense,Dense)	double	4000	4000	4000	0.45721	279.959	
matmul(Dense,Dense,Dense)	double	5000	5000	5000	0.871839	286.75	
