func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_div	float	1000	1.68306e-05	0.118831	0.712987	
vv_div	float	10000	2.68251e-05	0.74557	4.47342	
vv_div	float	100000	0.000118106	1.6934	10.1604	
vv_div	float	1000000	0.00088276	2.26562	13.5937	
vv_div	float	10000000	0.0265859	0.752279	4.51367	
vv_div	float	100000000	0.204057	0.98012	5.88072	
vv_div	double	1000	1.75661e-05	0.113856	1.36627	
vv_div	double	10000	3.67129e-05	0.544768	6.53721	
vv_div	double	100000	0.000170878	1.17042	14.0451	
vv_div	double	1000000	0.00177945	1.12394	13.4873	
vv_div	double	10000000	0.0451772	0.442702	5.31242	
vv_div	double	100000000	0.500137	0.399891	4.79869	
