func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000486577	0.00411034	0.0246621	
axpy	float	10000	0.00048982	0.0408313	0.244988	
axpy	float	100000	0.000494476	0.404469	2.42681	
axpy	float	1000000	0.00060029	3.33173	19.9904	
axpy	float	10000000	0.00168899	11.8414	71.0482	
axpy	float	100000000	0.0126782	15.7751	94.6506	
axpy	double	1000	0.000433735	0.00461111	0.0553334	
axpy	double	10000	0.000463936	0.0431094	0.517313	
axpy	double	100000	0.000448562	0.44587	5.35044	
axpy	double	1000000	0.000662471	3.019	36.228	
axpy	double	10000000	0.00282335	7.08377	85.0053	
axpy	double	100000000	0.0244204	8.18988	98.2786	
