func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sqrt	vector	float	1000	3.18038e-05	0.0314428	0.251542
sqrt	vector	float	10000	2.7705e-05	0.360945	2.88756
sqrt	vector	float	100000	6.49003e-05	1.54082	12.3266
sqrt	vector	float	1000000	0.00028252	3.53958	28.3166
sqrt	vector	float	10000000	0.00180693	5.53424	44.274
sqrt	vector	float	100000000	0.0131909	7.58098	60.6478
sqrt	vector	double	1000	2.55355e-05	0.0391612	0.626579
sqrt	vector	double	10000	6.37357e-05	0.156898	2.51037
sqrt	vector	double	100000	9.3055e-05	1.07463	17.1941
sqrt	vector	double	1000000	0.000377563	2.64856	42.377
sqrt	vector	double	10000000	0.00266772	3.74852	59.9763
sqrt	vector	double	100000000	0.0249914	4.00138	64.0221
