func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(Dense)	Dense	float	1000	1000	0.000736412	1.35794
m_ceil(Dense)	Dense	float	2000	2000	0.000155999	25.6412
m_ceil(Dense)	Dense	float	3000	3000	0.000351832	25.5804
m_ceil(Dense)	Dense	float	4000	4000	0.00631316	2.53439
m_ceil(Dense)	Dense	float	5000	5000	0.0200734	1.24543
m_ceil(Dense)	Dense	float	6000	6000	0.0139544	2.57984
m_ceil(Dense)	Dense	float	7000	7000	0.0345728	1.4173
m_ceil(Dense)	Dense	float	8000	8000	0.0322182	1.98646
m_ceil(Dense)	Dense	float	9000	9000	0.0288767	2.80503
m_ceil(Dense)	Dense	float	10000	10000	0.0497117	2.0116
m_ceil(Dense)	Dense	double	1000	1000	8.44924e-05	11.8354
m_ceil(Dense)	Dense	double	2000	2000	0.000323486	12.3653
m_ceil(Dense)	Dense	double	3000	3000	0.00829488	1.08501
m_ceil(Dense)	Dense	double	4000	4000	0.01543	1.03694
m_ceil(Dense)	Dense	double	5000	5000	0.0123248	2.02843
m_ceil(Dense)	Dense	double	6000	6000	0.0342739	1.05036
m_ceil(Dense)	Dense	double	7000	7000	0.043213	1.13392
m_ceil(Dense)	Dense	double	8000	8000	0.0502268	1.27422
m_ceil(Dense)	Dense	double	9000	9000	0.0593374	1.36508
m_ceil(Dense)	Dense	double	10000	10000	0.0481139	2.0784
