func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tan(Dense)	Dense	float	1000	1000	0.0010641	0.93976
m_tan(Dense)	Dense	float	2000	2000	0.00138039	2.89773
m_tan(Dense)	Dense	float	3000	3000	0.0048042	1.87336
m_tan(Dense)	Dense	float	4000	4000	0.0102123	1.56674
m_tan(Dense)	Dense	float	5000	5000	0.0165693	1.50881
m_tan(Dense)	Dense	float	6000	6000	0.0237403	1.51641
m_tan(Dense)	Dense	float	7000	7000	0.0253593	1.93223
m_tan(Dense)	Dense	float	8000	8000	0.020218	3.1655
m_tan(Dense)	Dense	float	9000	9000	0.0282388	2.8684
m_tan(Dense)	Dense	float	10000	10000	0.0442605	2.25935
m_tan(Dense)	Dense	double	1000	1000	0.00105227	0.950329
m_tan(Dense)	Dense	double	2000	2000	0.0044216	0.904649
m_tan(Dense)	Dense	double	3000	3000	0.00964212	0.933404
m_tan(Dense)	Dense	double	4000	4000	0.01685	0.949556
m_tan(Dense)	Dense	double	5000	5000	0.0263599	0.948409
m_tan(Dense)	Dense	double	6000	6000	0.0335425	1.07327
m_tan(Dense)	Dense	double	7000	7000	0.039601	1.23734
m_tan(Dense)	Dense	double	8000	8000	0.0589311	1.08601
m_tan(Dense)	Dense	double	9000	9000	0.0656136	1.2345
m_tan(Dense)	Dense	double	10000	10000	0.0714976	1.39865
