func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_div(CRS,CRS)	CRS	float	10000	10000	0.000439269	3.68795	14.7518
sm_div(CRS,CRS)	CRS	float	20000	20000	0.000791829	4.09179	16.3672
sm_div(CRS,CRS)	CRS	float	30000	30000	0.000911418	5.33235	21.3294
sm_div(CRS,CRS)	CRS	float	40000	40000	0.00115224	5.62384	22.4954
sm_div(CRS,CRS)	CRS	float	50000	50000	0.00132156	6.12912	24.5165
sm_div(CRS,CRS)	CRS	float	60000	60000	0.00148017	6.56682	26.2673
sm_div(CRS,CRS)	CRS	float	70000	70000	0.00168734	6.72063	26.8825
sm_div(CRS,CRS)	CRS	float	80000	80000	0.00193114	6.71107	26.8443
sm_div(CRS,CRS)	CRS	float	90000	90000	0.00211524	6.89284	27.5714
sm_div(CRS,CRS)	CRS	float	100000	100000	0.00234956	6.89492	27.5797
sm_div(CRS,CRS)	CRS	double	10000	10000	0.000459591	3.52487	28.199
sm_div(CRS,CRS)	CRS	double	20000	20000	0.000794856	4.07621	32.6097
sm_div(CRS,CRS)	CRS	double	30000	30000	0.00109938	4.42066	35.3653
sm_div(CRS,CRS)	CRS	double	40000	40000	0.00140524	4.6113	36.8904
sm_div(CRS,CRS)	CRS	double	50000	50000	0.00170685	4.74558	37.9647
sm_div(CRS,CRS)	CRS	double	60000	60000	0.00201441	4.82524	38.6019
sm_div(CRS,CRS)	CRS	double	70000	70000	0.00233432	4.85796	38.8636
sm_div(CRS,CRS)	CRS	double	80000	80000	0.00263199	4.92403	39.3922
sm_div(CRS,CRS)	CRS	double	90000	90000	0.00296743	4.91333	39.3067
sm_div(CRS,CRS)	CRS	double	100000	100000	0.00331171	4.89173	39.1338
