func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00290516
transpose(Dense)	Dense	float	2000	2000	0.015286
transpose(Dense)	Dense	float	3000	3000	0.0499109
transpose(Dense)	Dense	float	4000	4000	0.0983736
transpose(Dense)	Dense	float	5000	5000	0.155059
transpose(Dense)	Dense	float	6000	6000	0.214325
transpose(Dense)	Dense	float	7000	7000	0.318292
transpose(Dense)	Dense	float	8000	8000	0.401939
transpose(Dense)	Dense	float	9000	9000	0.522917
transpose(Dense)	Dense	float	10000	10000	0.61015
transpose(Dense)	Dense	double	1000	1000	0.0035571
transpose(Dense)	Dense	double	2000	2000	0.0281433
transpose(Dense)	Dense	double	3000	3000	0.0740623
transpose(Dense)	Dense	double	4000	4000	0.15117
transpose(Dense)	Dense	double	5000	5000	0.227995
transpose(Dense)	Dense	double	6000	6000	0.35651
transpose(Dense)	Dense	double	7000	7000	0.450936
transpose(Dense)	Dense	double	8000	8000	0.613887
transpose(Dense)	Dense	double	9000	9000	0.751862
transpose(Dense)	Dense	double	10000	10000	0.922881
