func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00817705	244.587
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0264646	255.058
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0632951	252.784
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.128139	243.875
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.250867	215.254
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.396233	216.413
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.53499	239.257
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.835883	218.033
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	1.15581	216.298
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0166389	120.2
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0629005	107.312
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.129458	123.592
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.261598	119.458
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.508045	106.29
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.816065	105.077
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.1224	114.041
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.66864	109.221
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	2.39071	104.572
