func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	vector	float	1000	2.61367e-07	3.82604	30.6083
scal	vector	float	10000	2.16247e-06	4.62435	36.9948
scal	vector	float	100000	2.50557e-05	3.99111	31.9289
scal	vector	float	1000000	0.000275152	3.63436	29.0749
scal	vector	float	10000000	0.00126641	7.89631	63.1705
scal	vector	float	100000000	0.0405312	2.46724	19.7379
scal	vector	double	1000	5.41433e-07	1.84695	29.5512
scal	vector	double	10000	4.56843e-06	2.18893	35.0229
scal	vector	double	100000	5.51973e-05	1.81168	28.9869
scal	vector	double	1000000	0.000551387	1.81361	29.0177
scal	vector	double	10000000	0.00873705	1.14455	18.3128
scal	vector	double	100000000	0.0970883	1.02999	16.4798
