func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tan(Dense)	Dense	float	1000	1000	0.00163581	0.61132
m_tan(Dense)	Dense	float	2000	2000	0.00141421	2.82844
m_tan(Dense)	Dense	float	3000	3000	0.0032828	2.74156
m_tan(Dense)	Dense	float	4000	4000	0.00680931	2.34973
m_tan(Dense)	Dense	float	5000	5000	0.0116647	2.14322
m_tan(Dense)	Dense	float	6000	6000	0.012307	2.92517
m_tan(Dense)	Dense	float	7000	7000	0.0272768	1.7964
m_tan(Dense)	Dense	float	8000	8000	0.0287473	2.2263
m_tan(Dense)	Dense	float	9000	9000	0.0286654	2.82571
m_tan(Dense)	Dense	float	10000	10000	0.0413261	2.41978
m_tan(Dense)	Dense	double	1000	1000	0.000996925	1.00308
m_tan(Dense)	Dense	double	2000	2000	0.0035146	1.13811
m_tan(Dense)	Dense	double	3000	3000	0.00736277	1.22237
m_tan(Dense)	Dense	double	4000	4000	0.012717	1.25816
m_tan(Dense)	Dense	double	5000	5000	0.0179583	1.39211
m_tan(Dense)	Dense	double	6000	6000	0.0291362	1.23558
m_tan(Dense)	Dense	double	7000	7000	0.0457727	1.07051
m_tan(Dense)	Dense	double	8000	8000	0.0575874	1.11136
m_tan(Dense)	Dense	double	9000	9000	0.0636275	1.27303
m_tan(Dense)	Dense	double	10000	10000	0.0917881	1.08947
