func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asinh(CRS)	CRS	float	10000	10000	0.000333494	2.42883
m_asinh(CRS)	CRS	float	20000	20000	0.000607157	2.66817
m_asinh(CRS)	CRS	float	30000	30000	0.000880492	2.75982
m_asinh(CRS)	CRS	float	40000	40000	0.00115735	2.79949
m_asinh(CRS)	CRS	float	50000	50000	0.00142877	2.8346
m_asinh(CRS)	CRS	float	60000	60000	0.0017032	2.85345
m_asinh(CRS)	CRS	float	70000	70000	0.00197837	2.86599
m_asinh(CRS)	CRS	float	80000	80000	0.00225473	2.87396
m_asinh(CRS)	CRS	float	90000	90000	0.00252494	2.8872
m_asinh(CRS)	CRS	float	100000	100000	0.00280057	2.89227
m_asinh(CRS)	CRS	double	10000	10000	0.00165086	0.490652
m_asinh(CRS)	CRS	double	20000	20000	0.00324356	0.499451
m_asinh(CRS)	CRS	double	30000	30000	0.00483848	0.502224
m_asinh(CRS)	CRS	double	40000	40000	0.00649131	0.499129
m_asinh(CRS)	CRS	double	50000	50000	0.00812099	0.498708
m_asinh(CRS)	CRS	double	60000	60000	0.00974169	0.498887
m_asinh(CRS)	CRS	double	70000	70000	0.0113367	0.500146
m_asinh(CRS)	CRS	double	80000	80000	0.0129547	0.500205
m_asinh(CRS)	CRS	double	90000	90000	0.0145599	0.500689
m_asinh(CRS)	CRS	double	100000	100000	0.0161626	0.501158
