func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(CRS)	CRS	float	10000	10000	0.000910748	0.889379
m_atan(CRS)	CRS	float	20000	20000	0.00180588	0.897071
m_atan(CRS)	CRS	float	30000	30000	0.00261975	0.92757
m_atan(CRS)	CRS	float	40000	40000	0.00328454	0.986439
m_atan(CRS)	CRS	float	50000	50000	0.00413907	0.97848
m_atan(CRS)	CRS	float	60000	60000	0.00467681	1.03917
m_atan(CRS)	CRS	float	70000	70000	0.0054639	1.03772
m_atan(CRS)	CRS	float	80000	80000	0.00632773	1.02406
m_atan(CRS)	CRS	float	90000	90000	0.00690437	1.05585
m_atan(CRS)	CRS	float	100000	100000	0.00773825	1.04675
m_atan(CRS)	CRS	double	10000	10000	0.00169902	0.476746
m_atan(CRS)	CRS	double	20000	20000	0.00334371	0.484492
m_atan(CRS)	CRS	double	30000	30000	0.00488689	0.497249
m_atan(CRS)	CRS	double	40000	40000	0.00638716	0.507268
m_atan(CRS)	CRS	double	50000	50000	0.00793582	0.510344
m_atan(CRS)	CRS	double	60000	60000	0.00949099	0.512064
m_atan(CRS)	CRS	double	70000	70000	0.0110664	0.512362
m_atan(CRS)	CRS	double	80000	80000	0.0125881	0.514771
m_atan(CRS)	CRS	double	90000	90000	0.0141445	0.515394
m_atan(CRS)	CRS	double	100000	100000	0.0158422	0.511293
