func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(CRS)	CRS	float	10000	10000	0.0022871	0.35416
m_sinh(CRS)	CRS	float	20000	20000	0.0020114	0.805408
m_sinh(CRS)	CRS	float	30000	30000	0.00284432	0.854333
m_sinh(CRS)	CRS	float	40000	40000	0.00436774	0.741803
m_sinh(CRS)	CRS	float	50000	50000	0.00502667	0.805702
m_sinh(CRS)	CRS	float	60000	60000	0.00629585	0.771937
m_sinh(CRS)	CRS	float	70000	70000	0.00713396	0.79479
m_sinh(CRS)	CRS	float	80000	80000	0.00791464	0.818736
m_sinh(CRS)	CRS	float	90000	90000	0.00897505	0.812252
m_sinh(CRS)	CRS	float	100000	100000	0.00980055	0.826485
m_sinh(CRS)	CRS	double	10000	10000	0.001086	0.745859
m_sinh(CRS)	CRS	double	20000	20000	0.00298663	0.542417
m_sinh(CRS)	CRS	double	30000	30000	0.00457352	0.531319
m_sinh(CRS)	CRS	double	40000	40000	0.00591457	0.5478
m_sinh(CRS)	CRS	double	50000	50000	0.00708939	0.571276
m_sinh(CRS)	CRS	double	60000	60000	0.00866721	0.560734
m_sinh(CRS)	CRS	double	70000	70000	0.0100762	0.56271
m_sinh(CRS)	CRS	double	80000	80000	0.0114675	0.565074
m_sinh(CRS)	CRS	double	90000	90000	0.0127039	0.573837
m_sinh(CRS)	CRS	double	100000	100000	0.0139427	0.580948
