func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	vector	float	1000	2.31242e-05	0.0432448	0.345958
tanh	vector	float	10000	5.14264e-05	0.194453	1.55562
tanh	vector	float	100000	0.00026562	0.376478	3.01182
tanh	vector	float	1000000	0.00136166	0.734399	5.87519
tanh	vector	float	10000000	0.013941	0.717308	5.73847
tanh	vector	float	100000000	0.137465	0.72746	5.81968
tanh	vector	double	1000	1.19207e-05	0.0838875	1.3422
tanh	vector	double	10000	1.99636e-05	0.500912	8.0146
tanh	vector	double	100000	0.000228377	0.437872	7.00596
tanh	vector	double	1000000	0.00139208	0.718352	11.4936
tanh	vector	double	10000000	0.0126702	0.789253	12.6281
tanh	vector	double	100000000	0.122133	0.818778	13.1004
