func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.0023583
convert(COO,Dense)	Dense	float	2000	2000	0.00584454
convert(COO,Dense)	Dense	float	3000	3000	0.0330325
convert(COO,Dense)	Dense	float	4000	4000	0.0628401
convert(COO,Dense)	Dense	float	5000	5000	0.0965453
convert(COO,Dense)	Dense	float	6000	6000	0.135966
convert(COO,Dense)	Dense	float	7000	7000	0.184653
convert(COO,Dense)	Dense	float	8000	8000	0.236777
convert(COO,Dense)	Dense	float	9000	9000	0.299187
convert(COO,Dense)	Dense	float	10000	10000	0.362562
convert(COO,Dense)	Dense	double	1000	1000	0.00334506
convert(COO,Dense)	Dense	double	2000	2000	0.0111302
convert(COO,Dense)	Dense	double	3000	3000	0.0675385
convert(COO,Dense)	Dense	double	4000	4000	0.116889
convert(COO,Dense)	Dense	double	5000	5000	0.180049
convert(COO,Dense)	Dense	double	6000	6000	0.258267
convert(COO,Dense)	Dense	double	7000	7000	0.34865
convert(COO,Dense)	Dense	double	8000	8000	0.454807
convert(COO,Dense)	Dense	double	9000	9000	0.559018
convert(COO,Dense)	Dense	double	10000	10000	0.631127
