func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sqrt	vector	float	1000	4.4918e-05	0.0222628	0.178102
sqrt	vector	float	10000	4.45875e-05	0.224278	1.79422
sqrt	vector	float	100000	7.02976e-05	1.42252	11.3802
sqrt	vector	float	1000000	0.000221049	4.52388	36.191
sqrt	vector	float	10000000	0.0017554	5.69671	45.5737
sqrt	vector	float	100000000	0.0130753	7.64798	61.1839
sqrt	vector	double	1000	6.65519e-05	0.0150259	0.240414
sqrt	vector	double	10000	6.84107e-05	0.146176	2.33882
sqrt	vector	double	100000	0.00012749	0.784375	12.55
sqrt	vector	double	1000000	0.000358669	2.78808	44.6094
sqrt	vector	double	10000000	0.0025532	3.91665	62.6665
sqrt	vector	double	100000000	0.0251703	3.97293	63.5669
