func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00341111
convert(COO,CRS)	CRS	float	20000	20000	0.00950814
convert(COO,CRS)	CRS	float	30000	30000	0.0142283
convert(COO,CRS)	CRS	float	40000	40000	0.0192975
convert(COO,CRS)	CRS	float	50000	50000	0.0243012
convert(COO,CRS)	CRS	float	60000	60000	0.0295986
convert(COO,CRS)	CRS	float	70000	70000	0.0336934
convert(COO,CRS)	CRS	float	80000	80000	0.0365603
convert(COO,CRS)	CRS	float	90000	90000	0.0401835
convert(COO,CRS)	CRS	float	100000	100000	0.044601
convert(COO,CRS)	CRS	double	10000	10000	0.00315382
convert(COO,CRS)	CRS	double	20000	20000	0.00644093
convert(COO,CRS)	CRS	double	30000	30000	0.0172444
convert(COO,CRS)	CRS	double	40000	40000	0.0230111
convert(COO,CRS)	CRS	double	50000	50000	0.0281618
convert(COO,CRS)	CRS	double	60000	60000	0.0378921
convert(COO,CRS)	CRS	double	70000	70000	0.0440102
convert(COO,CRS)	CRS	double	80000	80000	0.0503991
convert(COO,CRS)	CRS	double	90000	90000	0.0565008
convert(COO,CRS)	CRS	double	100000	100000	0.0628425
