func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_sub(Dense,Dense,Dense)	Dense	float	1000	1000	0.000163264	6.12505	73.5006
mm_sub(Dense,Dense,Dense)	Dense	float	2000	2000	0.00216985	1.84344	22.1213
mm_sub(Dense,Dense,Dense)	Dense	float	3000	3000	0.00490704	1.8341	22.0092
mm_sub(Dense,Dense,Dense)	Dense	float	4000	4000	0.00879809	1.81858	21.8229
mm_sub(Dense,Dense,Dense)	Dense	float	5000	5000	0.0137257	1.82141	21.8569
mm_sub(Dense,Dense,Dense)	Dense	float	6000	6000	0.0197693	1.82101	21.8521
mm_sub(Dense,Dense,Dense)	Dense	float	7000	7000	0.0268741	1.82332	21.8798
mm_sub(Dense,Dense,Dense)	Dense	float	8000	8000	0.0351016	1.82328	21.8793
mm_sub(Dense,Dense,Dense)	Dense	float	9000	9000	0.0444193	1.82353	21.8824
mm_sub(Dense,Dense,Dense)	Dense	float	10000	10000	0.0548576	1.8229	21.8748
mm_sub(Dense,Dense,Dense)	Dense	double	1000	1000	0.00109205	0.915711	21.9771
mm_sub(Dense,Dense,Dense)	Dense	double	2000	2000	0.00438969	0.911226	21.8694
mm_sub(Dense,Dense,Dense)	Dense	double	3000	3000	0.00991478	0.907735	21.7856
mm_sub(Dense,Dense,Dense)	Dense	double	4000	4000	0.0175758	0.910343	21.8482
mm_sub(Dense,Dense,Dense)	Dense	double	5000	5000	0.0274312	0.911371	21.8729
mm_sub(Dense,Dense,Dense)	Dense	double	6000	6000	0.0395004	0.911384	21.8732
mm_sub(Dense,Dense,Dense)	Dense	double	7000	7000	0.0537111	0.912288	21.8949
mm_sub(Dense,Dense,Dense)	Dense	double	8000	8000	0.0701664	0.912118	21.8908
mm_sub(Dense,Dense,Dense)	Dense	double	9000	9000	0.0886819	0.913377	21.9211
mm_sub(Dense,Dense,Dense)	Dense	double	10000	10000	0.109219	0.91559	21.9742
