func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(Dense,Dense,Dense)	Dense	float	1000	1000	0.00019077	5.24192	62.903
matadd(Dense,Dense,Dense)	Dense	float	2000	2000	0.000575139	6.95485	83.4582
matadd(Dense,Dense,Dense)	Dense	float	3000	3000	0.00117353	7.66914	92.0296
matadd(Dense,Dense,Dense)	Dense	float	4000	4000	0.00208184	7.6855	92.226
matadd(Dense,Dense,Dense)	Dense	float	5000	5000	0.00319786	7.81772	93.8127
matadd(Dense,Dense,Dense)	Dense	float	6000	6000	0.00471772	7.63081	91.5697
matadd(Dense,Dense,Dense)	Dense	float	7000	7000	0.00613782	7.98329	95.7995
matadd(Dense,Dense,Dense)	Dense	float	8000	8000	0.0079565	8.04374	96.5249
matadd(Dense,Dense,Dense)	Dense	float	9000	9000	0.0100266	8.07847	96.9417
matadd(Dense,Dense,Dense)	Dense	float	10000	10000	0.0123274	8.11198	97.3438
matadd(Dense,Dense,Dense)	Dense	double	1000	1000	0.000301714	3.3144	79.5456
matadd(Dense,Dense,Dense)	Dense	double	2000	2000	0.00102544	3.90077	93.6185
matadd(Dense,Dense,Dense)	Dense	double	3000	3000	0.00226884	3.96679	95.2029
matadd(Dense,Dense,Dense)	Dense	double	4000	4000	0.00406489	3.93614	94.4674
matadd(Dense,Dense,Dense)	Dense	double	5000	5000	0.00624824	4.00112	96.027
matadd(Dense,Dense,Dense)	Dense	double	6000	6000	0.00890933	4.04071	96.977
matadd(Dense,Dense,Dense)	Dense	double	7000	7000	0.0120368	4.07085	97.7003
matadd(Dense,Dense,Dense)	Dense	double	8000	8000	0.0156488	4.08977	98.1544
matadd(Dense,Dense,Dense)	Dense	double	9000	9000	0.0197356	4.10426	98.5022
matadd(Dense,Dense,Dense)	Dense	double	10000	10000	0.0243035	4.11464	98.7513
