func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00808823	247.273
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.02557	263.981
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0617162	259.251
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.117538	265.873
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.202714	266.385
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.329814	259.995
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.479591	266.894
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.686265	265.568
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.934778	267.443
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0162206	123.3
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0589743	114.457
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.129993	123.083
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.251364	124.322
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.465357	116.04
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.736744	116.39
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.04885	122.038
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.52383	119.6
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	2.16011	115.735
