func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_mul	float	1000	1.66064e-05	0.120435	0.481742
sv_mul	float	10000	2.57346e-05	0.777164	3.10866
sv_mul	float	100000	0.000156061	1.28155	5.1262
sv_mul	float	1000000	0.000988498	2.02327	8.09309
sv_mul	float	10000000	0.0263681	0.758492	3.03397
sv_mul	float	100000000	0.22976	0.870474	3.4819
sv_mul	double	1000	1.68878e-05	0.118429	0.94743
sv_mul	double	10000	3.47231e-05	0.575985	4.60788
sv_mul	double	100000	0.000158991	1.25793	10.0635
sv_mul	double	1000000	0.00157843	1.26708	10.1366
sv_mul	double	10000000	0.0470725	0.424877	3.39901
sv_mul	double	100000000	0.491759	0.406703	3.25362
