func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.453e-07	4.07664	16.3066
asum	float	10000	1.3313e-06	7.51145	30.0458
asum	float	100000	9.1602e-06	10.9168	43.6672
asum	float	1000000	1.79636e-05	55.6681	222.673
asum	float	10000000	0.000422323	23.6785	94.7142
asum	float	100000000	0.0122867	8.13888	32.5555
asum	double	1000	3.02e-07	3.31126	26.4901
asum	double	10000	8.3923e-06	1.19157	9.53255
asum	double	100000	0.000964632	0.103666	0.829332
asum	double	1000000	3.22685e-05	30.99	247.92
asum	double	10000000	0.005011	1.99561	15.9649
asum	double	100000000	0.0157048	6.36749	50.9399
