func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	7.4686e-06	0.267788	1.60673
axpyz	float	10000	7.9689e-06	2.50976	15.0585
axpyz	float	100000	1.07106e-05	18.6731	112.039
axpyz	float	1000000	4.02811e-05	49.6511	297.906
axpyz	float	10000000	0.00297939	6.71279	40.2768
axpyz	float	100000000	0.0339445	5.89196	35.3518
axpyz	double	1000	8.2965e-06	0.241066	2.89279
axpyz	double	10000	7.6063e-06	2.6294	31.5528
axpyz	double	100000	1.13661e-05	17.5962	211.154
axpyz	double	1000000	7.57135e-05	26.4154	316.984
axpyz	double	10000000	0.0226239	0.884022	10.6083
axpyz	double	100000000	0.0745181	2.68391	32.2069
