func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.00146284	0.110744	0.664462
matadd(CRS,CRS,CRS)	float	10000	10000	0.00634476	0.255329	1.53197
matadd(CRS,CRS,CRS)	float	100000	100000	0.0445691	0.36348	2.18088
