func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000236685	0.00422503	0.0338002
tanh	float	10000	5.66139e-05	0.176635	1.41308
tanh	float	100000	0.000151639	0.659462	5.2757
tanh	float	1000000	0.00123733	0.808191	6.46553
tanh	float	10000000	0.0111963	0.893153	7.14522
tanh	float	100000000	0.111015	0.900776	7.20621
tanh	double	1000	1.21395e-05	0.0823757	1.31801
tanh	double	10000	2.81409e-05	0.355355	5.68567
tanh	double	100000	0.000248693	0.402102	6.43364
tanh	double	1000000	0.00194686	0.513647	8.21836
tanh	double	10000000	0.018585	0.538067	8.60908
tanh	double	100000000	0.184913	0.540796	8.65273
