func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	float	1000	1000	0.016305	0.122662
matvec(Dense)	float	2000	2000	0.000680749	11.7518
matvec(Dense)	float	3000	3000	0.000893882	20.1369
matvec(Dense)	float	4000	4000	0.0012123	26.396
matvec(Dense)	float	5000	5000	0.00152845	32.7128
matvec(Dense)	float	6000	6000	0.00195932	36.7475
matvec(Dense)	float	7000	7000	0.00248555	39.428
matvec(Dense)	float	8000	8000	0.00317246	40.3473
matvec(Dense)	float	9000	9000	0.00378552	42.7946
matvec(Dense)	float	10000	10000	0.00453848	44.0676
matvec(Dense)	double	1000	1000	0.000543901	3.67714
matvec(Dense)	double	2000	2000	0.000810031	9.87616
matvec(Dense)	double	3000	3000	0.00120786	14.9023
matvec(Dense)	double	4000	4000	0.0018222	17.5612
matvec(Dense)	double	5000	5000	0.00249759	20.0193
matvec(Dense)	double	6000	6000	0.00345122	20.8622
matvec(Dense)	double	7000	7000	0.0044275	22.1344
matvec(Dense)	double	8000	8000	0.00568094	22.5315
matvec(Dense)	double	9000	9000	0.00708383	22.869
