func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(Dense)	float	1000	1000	0.0013782	0.725584
m_tanh(Dense)	float	2000	2000	0.00429075	0.932237
m_tanh(Dense)	float	3000	3000	0.0097315	0.924832
m_tanh(Dense)	float	4000	4000	0.0170844	0.936529
m_tanh(Dense)	float	5000	5000	0.0264537	0.945046
m_tanh(Dense)	float	6000	6000	0.0375222	0.959433
m_tanh(Dense)	float	7000	7000	0.0512229	0.956603
m_tanh(Dense)	float	8000	8000	0.0665996	0.960967
m_tanh(Dense)	float	9000	9000	0.0846218	0.9572
m_tanh(Dense)	float	10000	10000	0.104111	0.960509
m_tanh(Dense)	double	1000	1000	0.0028604	0.349602
m_tanh(Dense)	double	2000	2000	0.0114133	0.350467
m_tanh(Dense)	double	3000	3000	0.0256227	0.351251
m_tanh(Dense)	double	4000	4000	0.0456067	0.350825
m_tanh(Dense)	double	5000	5000	0.0716046	0.34914
m_tanh(Dense)	double	6000	6000	0.103186	0.348883
m_tanh(Dense)	double	7000	7000	0.14064	0.348407
m_tanh(Dense)	double	8000	8000	0.183694	0.348406
m_tanh(Dense)	double	9000	9000	0.232859	0.347849
