func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	CRS	float	10000	10000	0.000353479	4.58302
matvec(CRS)	CRS	float	20000	20000	0.000309633	10.464
matvec(CRS)	CRS	float	30000	30000	0.000618459	7.85824
matvec(CRS)	CRS	float	40000	40000	0.00250097	2.591
matvec(CRS)	CRS	float	50000	50000	0.00394993	2.05067
matvec(CRS)	CRS	float	60000	60000	0.00492842	1.97224
matvec(CRS)	CRS	float	70000	70000	0.00624147	1.81688
matvec(CRS)	CRS	float	80000	80000	0.0093816	1.38143
matvec(CRS)	CRS	float	90000	90000	0.0118144	1.23409
matvec(CRS)	CRS	float	100000	100000	0.0122502	1.32243
matvec(CRS)	CRS	double	10000	10000	0.000171663	9.43712
matvec(CRS)	CRS	double	20000	20000	0.000738265	4.38867
matvec(CRS)	CRS	double	30000	30000	0.00437046	1.11201
matvec(CRS)	CRS	double	40000	40000	0.00673232	0.962522
matvec(CRS)	CRS	double	50000	50000	0.00902354	0.897652
matvec(CRS)	CRS	double	60000	60000	0.0115192	0.843812
matvec(CRS)	CRS	double	70000	70000	0.00820983	1.38127
matvec(CRS)	CRS	double	80000	80000	0.0158324	0.818575
matvec(CRS)	CRS	double	90000	90000	0.00740412	1.96917
matvec(CRS)	CRS	double	100000	100000	0.0187938	0.861984
