func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00280256	57.8043
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00615486	59.2215
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.011515	56.2744
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.0194887	51.9531
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.0288658	50.5096
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0140079	11.5649
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0319115	11.4222
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0550407	11.7731
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0867347	11.6735
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.126845	11.4944
