func	kind	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(CRS)	CRS	float	10000	10000	0.000431279	3.75627
mv_mul(CRS)	CRS	float	20000	20000	0.000325034	9.96818
mv_mul(CRS)	CRS	float	30000	30000	0.000739478	6.57221
mv_mul(CRS)	CRS	float	40000	40000	0.00245317	2.64149
mv_mul(CRS)	CRS	float	50000	50000	0.00374926	2.16042
mv_mul(CRS)	CRS	float	60000	60000	0.00499963	1.94414
mv_mul(CRS)	CRS	float	70000	70000	0.00630191	1.79945
mv_mul(CRS)	CRS	float	80000	80000	0.00677829	1.91199
mv_mul(CRS)	CRS	float	90000	90000	0.00858739	1.69784
mv_mul(CRS)	CRS	float	100000	100000	0.00927551	1.74654
mv_mul(CRS)	CRS	double	10000	10000	0.000285637	5.67154
mv_mul(CRS)	CRS	double	20000	20000	0.000764184	4.23981
mv_mul(CRS)	CRS	double	30000	30000	0.0031012	1.56714
mv_mul(CRS)	CRS	double	40000	40000	0.00517123	1.25309
mv_mul(CRS)	CRS	double	50000	50000	0.00693366	1.16821
mv_mul(CRS)	CRS	double	60000	60000	0.00860924	1.12902
mv_mul(CRS)	CRS	double	70000	70000	0.00686688	1.6514
mv_mul(CRS)	CRS	double	80000	80000	0.0105116	1.23292
mv_mul(CRS)	CRS	double	90000	90000	0.0121577	1.19924
mv_mul(CRS)	CRS	double	100000	100000	0.0059875	2.70564
