func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00649412
convert(COO,CRS)	CRS	float	20000	20000	0.0128377
convert(COO,CRS)	CRS	float	30000	30000	0.0240715
convert(COO,CRS)	CRS	float	40000	40000	0.0309116
convert(COO,CRS)	CRS	float	50000	50000	0.0376636
convert(COO,CRS)	CRS	float	60000	60000	0.0457854
convert(COO,CRS)	CRS	float	70000	70000	0.0532429
convert(COO,CRS)	CRS	float	80000	80000	0.0599593
convert(COO,CRS)	CRS	float	90000	90000	0.0675409
convert(COO,CRS)	CRS	float	100000	100000	0.0749813
convert(COO,CRS)	CRS	double	10000	10000	0.00498127
convert(COO,CRS)	CRS	double	20000	20000	0.0134105
convert(COO,CRS)	CRS	double	30000	30000	0.0283478
convert(COO,CRS)	CRS	double	40000	40000	0.0384671
convert(COO,CRS)	CRS	double	50000	50000	0.0471239
convert(COO,CRS)	CRS	double	60000	60000	0.0623738
convert(COO,CRS)	CRS	double	70000	70000	0.0720279
convert(COO,CRS)	CRS	double	80000	80000	0.0823151
convert(COO,CRS)	CRS	double	90000	90000	0.0927307
convert(COO,CRS)	CRS	double	100000	100000	0.102572
