func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00113265
convert(COO,Dense)	Dense	float	2000	2000	0.00378679
convert(COO,Dense)	Dense	float	3000	3000	0.0100369
convert(COO,Dense)	Dense	float	4000	4000	0.0260148
convert(COO,Dense)	Dense	float	5000	5000	0.0407288
convert(COO,Dense)	Dense	float	6000	6000	0.0556238
convert(COO,Dense)	Dense	float	7000	7000	0.0741386
convert(COO,Dense)	Dense	float	8000	8000	0.093095
convert(COO,Dense)	Dense	float	9000	9000	0.113433
convert(COO,Dense)	Dense	float	10000	10000	0.135889
convert(COO,Dense)	Dense	double	1000	1000	0.00162424
convert(COO,Dense)	Dense	double	2000	2000	0.00692076
convert(COO,Dense)	Dense	double	3000	3000	0.029541
convert(COO,Dense)	Dense	double	4000	4000	0.0482353
convert(COO,Dense)	Dense	double	5000	5000	0.0731835
convert(COO,Dense)	Dense	double	6000	6000	0.100669
convert(COO,Dense)	Dense	double	7000	7000	0.130496
convert(COO,Dense)	Dense	double	8000	8000	0.166641
convert(COO,Dense)	Dense	double	9000	9000	0.206407
convert(COO,Dense)	Dense	double	10000	10000	0.253704
