func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(Dense)	Dense	float	1000	1000	4.54216e-05	22.016
m_ceil(Dense)	Dense	float	2000	2000	0.00123081	3.2499
m_ceil(Dense)	Dense	float	3000	3000	0.00305899	2.94214
m_ceil(Dense)	Dense	float	4000	4000	0.00541109	2.95689
m_ceil(Dense)	Dense	float	5000	5000	0.00840949	2.97283
m_ceil(Dense)	Dense	float	6000	6000	0.0124573	2.88987
m_ceil(Dense)	Dense	float	7000	7000	0.017352	2.82388
m_ceil(Dense)	Dense	float	8000	8000	0.0229066	2.79396
m_ceil(Dense)	Dense	float	9000	9000	0.0291616	2.77762
m_ceil(Dense)	Dense	float	10000	10000	0.036142	2.76687
m_ceil(Dense)	Dense	double	1000	1000	4.50338e-05	22.2055
m_ceil(Dense)	Dense	double	2000	2000	0.00271839	1.47146
m_ceil(Dense)	Dense	double	3000	3000	0.00606584	1.48372
m_ceil(Dense)	Dense	double	4000	4000	0.0110435	1.44881
m_ceil(Dense)	Dense	double	5000	5000	0.0177045	1.41207
m_ceil(Dense)	Dense	double	6000	6000	0.0258081	1.39491
m_ceil(Dense)	Dense	double	7000	7000	0.0354624	1.38175
m_ceil(Dense)	Dense	double	8000	8000	0.0464913	1.3766
m_ceil(Dense)	Dense	double	9000	9000	0.058878	1.37573
m_ceil(Dense)	Dense	double	10000	10000	0.0727289	1.37497
