func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00821874	243.346
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0046657	1446.73
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00902171	1773.5
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0155031	2015.72
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0258627	2087.95
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0415496	2063.8
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0610451	2096.81
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0888836	2050.43
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.12213	2046.99
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0278948	71.698
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0889403	75.8936
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.21028	76.0891
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.409061	76.3945
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.686666	78.6409
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09575	78.2571
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.63414	78.3289
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.33234	78.1404
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.20302	78.0513
