func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00173291
transpose(Dense)	Dense	float	2000	2000	0.00690394
transpose(Dense)	Dense	float	3000	3000	0.0180654
transpose(Dense)	Dense	float	4000	4000	0.0353811
transpose(Dense)	Dense	float	5000	5000	0.0629108
transpose(Dense)	Dense	float	6000	6000	0.111045
transpose(Dense)	Dense	float	7000	7000	0.202709
transpose(Dense)	Dense	float	8000	8000	0.284508
transpose(Dense)	Dense	float	9000	9000	0.396472
transpose(Dense)	Dense	float	10000	10000	0.525762
transpose(Dense)	Dense	double	1000	1000	0.00300798
transpose(Dense)	Dense	double	2000	2000	0.01256
transpose(Dense)	Dense	double	3000	3000	0.0392504
transpose(Dense)	Dense	double	4000	4000	0.0770342
transpose(Dense)	Dense	double	5000	5000	0.148207
transpose(Dense)	Dense	double	6000	6000	0.243608
transpose(Dense)	Dense	double	7000	7000	0.367081
transpose(Dense)	Dense	double	8000	8000	0.626479
transpose(Dense)	Dense	double	9000	9000	0.687771
transpose(Dense)	Dense	double	10000	10000	0.847495
