func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(Dense)	Dense	float	1000	1000	0.000195901	5.10462
m_tanh(Dense)	Dense	float	2000	2000	0.00060158	6.64916
m_tanh(Dense)	Dense	float	3000	3000	0.00127522	7.0576
m_tanh(Dense)	Dense	float	4000	4000	0.00219706	7.28247
m_tanh(Dense)	Dense	float	5000	5000	0.00307858	8.12064
m_tanh(Dense)	Dense	float	6000	6000	0.00385731	9.33293
m_tanh(Dense)	Dense	float	7000	7000	0.00518291	9.45414
m_tanh(Dense)	Dense	float	8000	8000	0.00716791	8.92868
m_tanh(Dense)	Dense	float	9000	9000	0.0088204	9.18325
m_tanh(Dense)	Dense	float	10000	10000	0.0104812	9.54089
m_tanh(Dense)	Dense	double	1000	1000	0.000664748	1.50433
m_tanh(Dense)	Dense	double	2000	2000	0.00153849	2.59995
m_tanh(Dense)	Dense	double	3000	3000	0.00374947	2.40034
m_tanh(Dense)	Dense	double	4000	4000	0.00562945	2.84219
m_tanh(Dense)	Dense	double	5000	5000	0.00880518	2.83924
m_tanh(Dense)	Dense	double	6000	6000	0.0126161	2.85349
m_tanh(Dense)	Dense	double	7000	7000	0.0170979	2.86585
m_tanh(Dense)	Dense	double	8000	8000	0.0222548	2.87579
m_tanh(Dense)	Dense	double	9000	9000	0.0281043	2.88212
m_tanh(Dense)	Dense	double	10000	10000	0.034736	2.87886
