func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_reciprocal(CRS)	CRS	float	10000	10000	0.000189706	4.26975
m_reciprocal(CRS)	CRS	float	20000	20000	0.000523317	3.09564
m_reciprocal(CRS)	CRS	float	30000	30000	0.00172872	1.40566
m_reciprocal(CRS)	CRS	float	40000	40000	0.00232801	1.39174
m_reciprocal(CRS)	CRS	float	50000	50000	0.00288784	1.40243
m_reciprocal(CRS)	CRS	float	60000	60000	0.00340182	1.42865
m_reciprocal(CRS)	CRS	float	70000	70000	0.00413178	1.37229
m_reciprocal(CRS)	CRS	float	80000	80000	0.0047716	1.35803
m_reciprocal(CRS)	CRS	float	90000	90000	0.00537254	1.3569
m_reciprocal(CRS)	CRS	float	100000	100000	0.00596496	1.35793
m_reciprocal(CRS)	CRS	double	10000	10000	0.000463086	1.74914
m_reciprocal(CRS)	CRS	double	20000	20000	0.00220474	0.734781
m_reciprocal(CRS)	CRS	double	30000	30000	0.00342507	0.709475
m_reciprocal(CRS)	CRS	double	40000	40000	0.00475592	0.681257
m_reciprocal(CRS)	CRS	double	50000	50000	0.00597284	0.678069
m_reciprocal(CRS)	CRS	double	60000	60000	0.00708592	0.685868
m_reciprocal(CRS)	CRS	double	70000	70000	0.00834702	0.679284
m_reciprocal(CRS)	CRS	double	80000	80000	0.00954699	0.678748
m_reciprocal(CRS)	CRS	double	90000	90000	0.0107371	0.678956
m_reciprocal(CRS)	CRS	double	100000	100000	0.0119327	0.678807
