func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00818082	244.474
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.026314	256.518
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0623157	256.757
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.120742	258.816
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.206978	260.898
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.331669	258.541
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.483823	264.56
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.706285	258.04
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.95599	261.509
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0162206	123.3
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0553131	122.032
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.128584	124.432
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.249018	125.493
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.434542	124.269
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.710714	120.653
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.02867	124.432
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.4667	124.258
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	2.07194	120.66
