func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asin	vector	float	1000	7.3431e-05	0.0136182	0.108946
asin	vector	float	10000	7.20637e-05	0.138766	1.11013
asin	vector	float	100000	8.70575e-05	1.14867	9.18933
asin	vector	float	1000000	0.000272454	3.67034	29.3627
asin	vector	float	10000000	0.00208427	4.79784	38.3827
asin	vector	float	100000000	0.0162319	6.16069	49.2855
asin	vector	double	1000	6.22775e-05	0.0160572	0.256914
asin	vector	double	10000	6.54734e-05	0.152734	2.44374
asin	vector	double	100000	0.000125517	0.796704	12.7473
asin	vector	double	1000000	0.000803575	1.24444	19.911
asin	vector	double	10000000	0.00691869	1.44536	23.1258
asin	vector	double	100000000	0.0677347	1.47635	23.6216
