func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(CRS)	CRS	float	10000	10000	8.49754e-05	9.53217
m_ceil(CRS)	CRS	float	20000	20000	0.00053677	3.01805
m_ceil(CRS)	CRS	float	30000	30000	0.00171889	1.4137
m_ceil(CRS)	CRS	float	40000	40000	0.00231218	1.40127
m_ceil(CRS)	CRS	float	50000	50000	0.00287408	1.40915
m_ceil(CRS)	CRS	float	60000	60000	0.00338781	1.43456
m_ceil(CRS)	CRS	float	70000	70000	0.00412108	1.37585
m_ceil(CRS)	CRS	float	80000	80000	0.00478306	1.35478
m_ceil(CRS)	CRS	float	90000	90000	0.00538101	1.35477
m_ceil(CRS)	CRS	float	100000	100000	0.00598427	1.35355
m_ceil(CRS)	CRS	double	10000	10000	0.000459907	1.76123
m_ceil(CRS)	CRS	double	20000	20000	0.00221566	0.731161
m_ceil(CRS)	CRS	double	30000	30000	0.0034256	0.709366
m_ceil(CRS)	CRS	double	40000	40000	0.00474803	0.682388
m_ceil(CRS)	CRS	double	50000	50000	0.0059699	0.678403
m_ceil(CRS)	CRS	double	60000	60000	0.0070797	0.68647
m_ceil(CRS)	CRS	double	70000	70000	0.00835582	0.678569
m_ceil(CRS)	CRS	double	80000	80000	0.00955783	0.677978
m_ceil(CRS)	CRS	double	90000	90000	0.0109851	0.663628
m_ceil(CRS)	CRS	double	100000	100000	0.0119498	0.677833
