func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00428873
convert(COO,CRS)	CRS	float	20000	20000	0.0106569
convert(COO,CRS)	CRS	float	30000	30000	0.0139931
convert(COO,CRS)	CRS	float	40000	40000	0.0192403
convert(COO,CRS)	CRS	float	50000	50000	0.0240069
convert(COO,CRS)	CRS	float	60000	60000	0.029208
convert(COO,CRS)	CRS	float	70000	70000	0.032841
convert(COO,CRS)	CRS	float	80000	80000	0.0359776
convert(COO,CRS)	CRS	float	90000	90000	0.0402409
convert(COO,CRS)	CRS	float	100000	100000	0.044281
convert(COO,CRS)	CRS	double	10000	10000	0.00327881
convert(COO,CRS)	CRS	double	20000	20000	0.00706558
convert(COO,CRS)	CRS	double	30000	30000	0.0173943
convert(COO,CRS)	CRS	double	40000	40000	0.0235208
convert(COO,CRS)	CRS	double	50000	50000	0.0281404
convert(COO,CRS)	CRS	double	60000	60000	0.037902
convert(COO,CRS)	CRS	double	70000	70000	0.0425061
convert(COO,CRS)	CRS	double	80000	80000	0.0474631
convert(COO,CRS)	CRS	double	90000	90000	0.0528563
convert(COO,CRS)	CRS	double	100000	100000	0.0585669
