func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00444242	450.205
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0129839	519.876
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.030011	533.138
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0609734	512.519
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.103051	524.011
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.161117	532.221
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.236747	540.661
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.338678	538.122
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.459648	543.894
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00848464	235.72
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0271984	248.176
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0630797	253.647
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.119881	260.676
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.202226	267.028
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.318685	269.075
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.476664	268.533
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.666256	273.544
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.916724	272.71
