func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00849653	235.39
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00474809	1421.63
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0093868	1704.52
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.015356	2035.04
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0259209	2083.26
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0412736	2077.6
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0608832	2102.39
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0891399	2044.54
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.1213	2061.01
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0275061	72.7112
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0879034	76.7889
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.207587	77.0762
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.403761	77.3973
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.67862	79.5732
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08536	79.0059
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61484	79.2647
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.30448	79.0851
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.16655	78.9504
